"date_time","price","quantity","symbol"
"Tue, 26 Dec 2017 15:29:59 GMT",929.3351,-60,"RELIANCE"
"Tue, 02 Jan 2018 15:29:59 GMT",1080.35955,-1,"DIVISLAB"
"Tue, 02 Jan 2018 15:29:59 GMT",911.605575,62,"RELIANCE"
"Tue, 09 Jan 2018 15:29:59 GMT",1864.63185,1,"HDFCBANK"
"Tue, 16 Jan 2018 15:29:59 GMT",1093.296375,1,"DIVISLAB"
"Tue, 16 Jan 2018 15:29:59 GMT",922.488525,-1,"RELIANCE"
"Tue, 23 Jan 2018 15:29:59 GMT",1709.55435,1,"BAJFINANCE"
"Tue, 23 Jan 2018 15:29:59 GMT",982.758375,-1,"RELIANCE"
"Tue, 23 Jan 2018 15:29:59 GMT",1950.32435,-1,"HDFCBANK"
"Tue, 06 Feb 2018 15:29:59 GMT",1002.6984,-53,"DIVISLAB"
"Tue, 06 Feb 2018 15:29:59 GMT",1661.318925,-33,"BAJFINANCE"
"Tue, 06 Feb 2018 15:29:59 GMT",1895.8516,-1,"HDFCBANK"
"Wed, 14 Feb 2018 15:29:59 GMT",1051.22535,52,"DIVISLAB"
"Wed, 14 Feb 2018 15:29:59 GMT",1670.784975,33,"BAJFINANCE"
"Tue, 20 Feb 2018 15:29:59 GMT",1013.39305,-52,"DIVISLAB"
"Tue, 20 Feb 2018 15:29:59 GMT",920.63945,-1,"RELIANCE"
"Tue, 20 Feb 2018 15:29:59 GMT",1862.2684,-29,"HDFCBANK"
"Tue, 27 Feb 2018 15:29:59 GMT",1036.067775,52,"DIVISLAB"
"Tue, 27 Feb 2018 15:29:59 GMT",1903.501275,28,"HDFCBANK"
"Tue, 06 Mar 2018 15:29:59 GMT",1845.326875,-28,"HDFCBANK"
"Tue, 13 Mar 2018 15:29:59 GMT",1035.967725,1,"DIVISLAB"
"Tue, 13 Mar 2018 15:29:59 GMT",931.384075,-1,"RELIANCE"
"Tue, 13 Mar 2018 15:29:59 GMT",1861.180125,28,"HDFCBANK"
"Tue, 20 Mar 2018 15:29:59 GMT",1093.8528,-3,"DIVISLAB"
"Tue, 20 Mar 2018 15:29:59 GMT",889.3551,-58,"RELIANCE"
"Tue, 20 Mar 2018 15:29:59 GMT",1840.41975,1,"HDFCBANK"
"Tue, 27 Mar 2018 15:29:59 GMT",1088.193825,1,"DIVISLAB"
"Tue, 27 Mar 2018 15:29:59 GMT",900.2499,60,"RELIANCE"
"Tue, 27 Mar 2018 15:29:59 GMT",1771.563775,-1,"BAJFINANCE"
"Tue, 03 Apr 2018 15:29:59 GMT",899.999775,2,"RELIANCE"
"Tue, 03 Apr 2018 15:29:59 GMT",1833.332875,-1,"BAJFINANCE"
"Tue, 10 Apr 2018 15:29:59 GMT",917.508525,1,"RELIANCE"
"Tue, 10 Apr 2018 15:29:59 GMT",1925.086975,-1,"BAJFINANCE"
"Tue, 17 Apr 2018 15:29:59 GMT",1949.47425,1,"HDFCBANK"
"Tue, 24 Apr 2018 15:29:59 GMT",1177.660875,-1,"DIVISLAB"
"Wed, 02 May 2018 15:29:59 GMT",972.21365,-1,"RELIANCE"
"Tue, 08 May 2018 15:29:59 GMT",1869.3342,1,"BAJFINANCE"
"Tue, 15 May 2018 15:29:59 GMT",978.460525,-1,"RELIANCE"
"Tue, 15 May 2018 15:29:59 GMT",1900.999025,-31,"BAJFINANCE"
"Tue, 22 May 2018 15:29:59 GMT",1121.0392,-50,"DIVISLAB"
"Tue, 22 May 2018 15:29:59 GMT",927.213375,1,"RELIANCE"
"Tue, 22 May 2018 15:29:59 GMT",2150.37465,27,"BAJFINANCE"
"Tue, 29 May 2018 15:29:59 GMT",916.991275,-62,"RELIANCE"
"Tue, 29 May 2018 15:29:59 GMT",2031.5837,-1,"HDFCBANK"
"Tue, 05 Jun 2018 15:29:59 GMT",948.123825,61,"RELIANCE"
"Tue, 19 Jun 2018 15:29:59 GMT",1092.395925,54,"DIVISLAB"
"Tue, 19 Jun 2018 15:29:59 GMT",995.551975,-2,"RELIANCE"
"Tue, 26 Jun 2018 15:29:59 GMT",1042.4785,-54,"DIVISLAB"
"Tue, 26 Jun 2018 15:29:59 GMT",979.439475,1,"RELIANCE"
"Tue, 26 Jun 2018 15:29:59 GMT",2366.166325,-1,"BAJFINANCE"
"Tue, 03 Jul 2018 15:29:59 GMT",1086.3429,56,"DIVISLAB"
"Tue, 03 Jul 2018 15:29:59 GMT",971.78565,1,"RELIANCE"
"Tue, 17 Jul 2018 15:29:59 GMT",1075.187325,2,"DIVISLAB"
"Tue, 17 Jul 2018 15:29:59 GMT",1091.803825,-2,"RELIANCE"
"Tue, 24 Jul 2018 15:29:59 GMT",1084.04175,2,"DIVISLAB"
"Tue, 24 Jul 2018 15:29:59 GMT",2711.993325,-2,"BAJFINANCE"
"Tue, 24 Jul 2018 15:29:59 GMT",2160.829875,1,"HDFCBANK"
"Tue, 31 Jul 2018 15:29:59 GMT",1148.875275,-2,"DIVISLAB"
"Tue, 31 Jul 2018 15:29:59 GMT",1185.407,-1,"RELIANCE"
"Tue, 07 Aug 2018 15:29:59 GMT",1161.91875,-1,"DIVISLAB"
"Tue, 07 Aug 2018 15:29:59 GMT",1183.6079,-1,"RELIANCE"
"Tue, 07 Aug 2018 15:29:59 GMT",2131.96545,1,"HDFCBANK"
"Tue, 14 Aug 2018 15:29:59 GMT",1155.127275,2,"DIVISLAB"
"Tue, 14 Aug 2018 15:29:59 GMT",1209.9947,-1,"RELIANCE"
